player_id,player_name,team,q1_rush_yds_games,q1_rush_yds_mean,q1_rush_yds_median,q1_rush_yds_std,q1_rush_yds_min,q1_rush_yds_p25,q1_rush_yds_p75,q1_rush_yds_max,q1_rush_yds_hit_15,q1_rush_yds_hit_20,q1_rush_yds_hit_25,q1_rush_att_mean,q1_rush_att_median,q1_rush_att_max,rb_q1_carry_share_mean,rb_q1_yard_share_mean
00-0040734,TreVeyon Henderson,NE,17,11.411764705882353,11.0,8.918314424818783,0.0,5.0,17.0,30.0,0.35294117647058826,0.11764705882352941,0.11764705882352941,2.6470588235294117,2.0,7,0.3550204697263521,0.3563012236748944
00-0040586,Jaydon Blue,DAL,5,11.4,0.0,20.857612519173905,0.0,0.0,4.0,53.0,0.2,0.2,0.2,1.4,0.0,6,0.1619047619047619,0.18439241917502786
00-0033553,James Conner,ARI,3,11.333333333333334,12.0,4.921607686744467,5.0,8.5,14.5,17.0,0.3333333333333333,0.0,0.0,4.333333333333333,5.0,6,0.626984126984127,0.6589861751152074
00-0033699,Austin Ekeler,WAS,2,11.0,11.0,8.0,3.0,7.0,15.0,19.0,0.5,0.0,0.0,3.0,3.0,4,0.7857142857142857,0.7435897435897436
00-0036328,Antonio Gibson,NE,5,10.4,7.0,8.935323161475472,0.0,3.0,21.0,21.0,0.4,0.4,0.0,2.2,1.0,6,0.3114285714285714,0.37253711201079626
00-0040715,Cam Skattebo,NYG,8,10.375,9.5,7.873015622999868,-2.0,6.5,12.75,27.0,0.25,0.125,0.125,2.625,3.0,4,0.4384920634920635,0.3441647693530764
00-0039384,Tyrone Tracy Jr.,NYG,15,10.266666666666667,10.0,11.04817732579552,-3.0,3.0,13.5,40.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,3.1333333333333333,3.0,7,0.48894179894179896,0.46649155577159174
00-0039165,Zach Charbonnet,SEA,16,10.1875,1.0,14.04999443950068,0.0,0.0,18.5,47.0,0.3125,0.25,0.1875,1.8125,1.0,7,0.2604910714285714,0.25364204170310917
00-0037157,Bam Knight,ARI,10,10.1,4.5,11.886547017532047,-2.0,1.75,16.75,31.0,0.3,0.3,0.2,2.7,3.0,5,0.5051190476190476,0.4241094886975894
00-0040583,Woody Marks,HOU,16,10.0,7.5,10.874281585465774,-3.0,1.75,15.5,38.0,0.3125,0.125,0.125,2.9375,3.0,6,0.459375,0.43451945994654906
00-0039738,Blake Corum,LA,17,9.882352941176471,8.0,12.333037185883033,0.0,2.0,11.0,48.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,1.9411764705882353,2.0,6,0.28892120950944483,0.3027252298175604
00-0040730,RJ Harvey,DEN,17,9.647058823529411,6.0,11.129934075543824,-1.0,2.0,11.0,40.0,0.23529411764705882,0.17647058823529413,0.11764705882352941,2.235294117647059,2.0,5,0.3751454427925016,0.4353046337971902
00-0037256,Rachaad White,TB,17,9.235294117647058,7.0,8.37032160296271,0.0,3.0,14.0,31.0,0.23529411764705882,0.17647058823529413,0.058823529411764705,2.1176470588235294,2.0,6,0.34232450555979965,0.3509841678881993
00-0040666,Omarion Hampton,LAC,9,9.222222222222221,9.0,7.3602200718574196,-3.0,3.0,14.0,22.0,0.2222222222222222,0.1111111111111111,0.0,3.4444444444444446,3.0,7,0.6139770723104055,0.4506711090502528
00-0036924,Michael Carter,ARI,13,9.0,0.0,13.237475938817386,0.0,0.0,13.0,46.0,0.23076923076923078,0.23076923076923078,0.07692307692307693,1.9230769230769231,0.0,6,0.3637362637362637,0.38331881806484014
00-0040242,Jacory Croskey-Merritt,WAS,17,8.588235294117647,7.0,8.898504986988558,0.0,0.0,14.0,30.0,0.23529411764705882,0.11764705882352941,0.058823529411764705,2.2941176470588234,2.0,7,0.354014939309057,0.3690215990546708
00-0033526,Samaje Perine,CIN,13,8.538461538461538,6.0,9.524182861096149,0.0,0.0,12.0,34.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,1.7692307692307692,2.0,5,0.279989454989455,0.29341699372299124
00-0037525,Jordan Mason,MIN,16,8.5,6.0,8.162413858657255,0.0,1.75,13.0,26.0,0.25,0.1875,0.0625,2.25,2.0,5,0.4111111111111111,0.4471765648442205
00-0036555,Chuba Hubbard,CAR,15,8.4,7.0,7.872314356866939,0.0,0.0,15.5,22.0,0.3333333333333333,0.13333333333333333,0.0,2.066666666666667,2.0,6,0.28641636141636145,0.2756509409403091
00-0038794,Jaleel McLaughlin,DEN,8,8.0,4.0,9.565563234854496,0.0,0.75,11.0,25.0,0.25,0.25,0.125,1.375,1.0,3,0.2029532967032967,0.2899270695570506
00-0037258,Dameon Pierce,KC,1,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,3.0,3.0,3,0.3333333333333333,0.18604651162790697
00-0037197,Isiah Pacheco,KC,13,7.846153846153846,6.0,5.6411421899381855,0.0,3.0,14.0,17.0,0.23076923076923078,0.0,0.0,2.4615384615384617,2.0,5,0.44581807081807084,0.3533783454062092
00-0039794,Braelon Allen,NYJ,4,7.75,2.5,10.638961415476606,0.0,0.75,9.5,26.0,0.25,0.25,0.25,2.0,2.0,4,0.19480519480519481,0.12288642112192924
00-0039875,Ray Davis,BUF,10,7.7,0.0,15.053571004914415,0.0,0.0,3.75,47.0,0.2,0.2,0.2,1.2,0.0,7,0.10371794871794873,0.11485466797199276
00-0034791,Nick Chubb,HOU,15,7.666666666666667,6.0,7.180219742846005,0.0,2.0,12.0,23.0,0.26666666666666666,0.13333333333333333,0.0,2.2666666666666666,3.0,5,0.3563492063492063,0.40522762903230564
00-0037563,Malik Davis,DAL,9,7.666666666666667,3.0,11.55662388223981,0.0,0.0,11.0,38.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.2222222222222223,1.0,3,0.12286324786324787,0.16750951963717922
00-0036755,Jaret Patterson,LAC,6,7.5,6.0,7.610300037887249,0.0,2.0,8.5,23.0,0.16666666666666666,0.16666666666666666,0.0,1.6666666666666667,1.5,4,0.24855699855699856,0.3101960174328595
00-0033923,Kareem Hunt,KC,17,7.470588235294118,5.0,8.303915781186493,0.0,1.0,9.0,27.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,1.7058823529411764,1.0,6,0.29498132586367876,0.3125094880285192
00-0036265,AJ Dillon,PHI,5,7.2,11.0,5.1146847410177685,0.0,2.0,11.0,12.0,0.0,0.0,0.0,1.2,1.0,2,0.2857142857142857,0.2101785714285714
00-0038551,Kendre Miller,NO,7,6.714285714285714,6.0,6.295447010437343,0.0,2.0,8.5,20.0,0.14285714285714285,0.14285714285714285,0.0,1.1428571428571428,1.0,2,0.17817460317460318,0.18345509778815497
00-0036893,Najee Harris,LAC,3,6.333333333333333,6.0,5.312459150169743,0.0,3.0,9.5,13.0,0.0,0.0,0.0,1.3333333333333333,1.0,3,0.20952380952380953,0.22945934440187313
00-0038555,Tank Bigsby,PHI,10,6.1,2.5,7.790378681424928,0.0,0.0,9.5,22.0,0.2,0.1,0.0,0.7,0.5,2,0.10861111111111113,0.16331055900621116
00-0035250,Devin Singletary,NYG,17,5.823529411764706,2.0,8.879820441465263,0.0,0.0,7.0,34.0,0.11764705882352941,0.11764705882352941,0.058823529411764705,1.411764705882353,1.0,3,0.22833800186741363,0.17952235020566776
00-0037263,Tyler Allgeier,ATL,17,5.764705882352941,3.0,5.886469148066765,-1.0,1.0,11.0,20.0,0.058823529411764705,0.058823529411764705,0.0,1.411764705882353,1.0,4,0.20052251669898727,0.23715567134308066
00-0035685,David Montgomery,DET,17,5.647058823529412,3.0,6.192416391138897,-1.0,1.0,9.0,22.0,0.11764705882352941,0.058823529411764705,0.0,1.8235294117647058,2.0,4,0.30254647313470845,0.2659341136504258
00-0036919,Kenneth Gainwell,PIT,16,5.625,3.5,6.333196270446701,-1.0,0.75,10.25,19.0,0.125,0.0,0.0,1.8125,2.0,3,0.3265625,0.2822012050974797
00-0039746,Will Shipley,PHI,6,5.5,2.0,8.902246907382429,0.0,0.0,4.0,25.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,2,0.0861111111111111,0.11948412698412698
00-0038951,Sean Tucker,TB,14,5.428571428571429,0.5,7.3844845618971915,0.0,0.0,10.25,23.0,0.14285714285714285,0.07142857142857142,0.0,1.2857142857142858,0.5,5,0.1683673469387755,0.15569954045447965
00-0037746,Brian Robinson,SF,15,5.333333333333333,1.0,6.497862896539309,0.0,0.0,9.0,19.0,0.2,0.0,0.0,1.1333333333333333,1.0,3,0.16826118326118328,0.14745917050842447
00-0040719,Bhayshul Tuten,JAX,15,5.266666666666667,3.0,7.084882183604435,0.0,0.0,7.5,28.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.2,1.0,6,0.1629365079365079,0.2253888092965596
00-0036842,Kene Nwangwu,NYJ,2,4.5,4.5,4.5,0.0,2.25,6.75,9.0,0.0,0.0,0.0,2.0,2.0,4,0.5,0.5
00-0040466,Raheim Sanders,CLE,4,4.5,1.0,6.689544080129826,0.0,0.0,5.5,16.0,0.25,0.0,0.0,1.5,0.5,5,0.22023809523809523,0.18956043956043955
00-0038454,Keaton Mitchell,BAL,12,4.416666666666667,1.5,5.634097581295123,0.0,0.0,7.0,18.0,0.08333333333333333,0.0,0.0,1.0,0.5,4,0.10496725496725495,0.12191593346007405
00-0039798,Isaiah Davis,NYJ,13,4.3076923076923075,3.0,4.4095109686050815,0.0,0.0,6.0,13.0,0.0,0.0,0.0,1.1538461538461537,1.0,3,0.15639915639915639,0.15419259565367704
00-0039921,Trey Benson,ARI,4,4.25,1.0,6.219927652312364,0.0,0.75,4.5,15.0,0.25,0.0,0.0,1.25,1.0,3,0.21349206349206348,0.18744763301214912
00-0040078,Brashard Smith,KC,11,4.181818181818182,0.0,9.86101766662486,0.0,0.0,3.0,35.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.0,6,0.13257575757575757,0.11281251048692909
00-0035537,Ty Johnson,BUF,17,4.176470588235294,0.0,6.617581699023639,0.0,0.0,6.0,23.0,0.11764705882352941,0.058823529411764705,0.0,0.6470588235294118,0.0,3,0.09780219780219779,0.16837428208425975
00-0039874,Jaylen Wright,MIA,9,4.111111111111111,4.0,3.1071403231354586,0.0,2.0,7.0,9.0,0.0,0.0,0.0,1.4444444444444444,1.0,4,0.18149751483084814,0.07506047898072987
00-0038685,Chris Brooks,GB,7,4.0,1.0,4.566962103755937,0.0,0.0,7.5,12.0,0.0,0.0,0.0,0.7142857142857143,1.0,2,0.10282574568288853,0.23464501581078398
00-0032104,Ameer Abdullah,IND,8,3.75,0.0,6.796138609534093,0.0,0.0,2.75,19.0,0.125,0.0,0.0,0.5,0.0,2,0.043560606060606064,0.06398809523809523
00-0038797,Emanuel Wilson,GB,16,3.5,2.0,4.650268809434569,-1.0,0.0,5.25,17.0,0.0625,0.0,0.0,1.3125,1.0,6,0.22165473415473413,0.1794455086318294
00-0040202,Devin Neal,NO,8,3.25,0.0,4.789311015167004,0.0,0.0,6.0,14.0,0.0,0.0,0.0,1.125,0.5,4,0.27083333333333337,0.19338624338624338
00-0035125,Alec Ingold,MIA,2,3.0,3.0,3.0,0.0,1.5,4.5,6.0,0.0,0.0,0.0,0.5,0.5,1,0.045454545454545456,0.057692307692307696
00-0039603,British Brooks,HOU,3,3.0,0.0,4.242640687119285,0.0,0.0,4.5,9.0,0.0,0.0,0.0,1.0,1.0,2,0.12169312169312169,0.10344827586206896
00-0034975,Justice Hill,BAL,8,2.875,0.5,5.4872010169119925,0.0,0.0,1.75,17.0,0.125,0.0,0.0,0.875,0.5,3,0.109375,-0.016121031746031744
00-0039373,Audric Estimé,NO,5,2.6,1.0,3.7735924528226414,0.0,0.0,2.0,10.0,0.0,0.0,0.0,1.4,1.0,3,0.33571428571428574,0.3869565217391304
00-0040198,Ollie Gordon II,MIA,16,2.5625,0.0,4.107443700161939,-1.0,0.0,3.75,11.0,0.0,0.0,0.0,1.0625,1.0,5,0.13614718614718613,0.07787928112933819
00-0038738,Hunter Luepke,DAL,7,2.4285714285714284,0.0,3.8491981672307083,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.2857142857142857,0.0,1,0.027777777777777773,0.047204968944099375
00-0039757,Terrell Jennings,NE,5,2.4,0.0,3.0066592756745814,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.4,0.0,4,0.18571428571428572,0.08375
00-0039032,Tyjae Spears,TEN,13,2.3846153846153846,1.0,2.8430336327040506,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.8461538461538461,1.0,2,0.13244810744810745,0.08626343166006535
00-0040162,Dylan Sampson,CLE,15,2.2666666666666666,1.0,5.567365225630123,-7.0,0.0,3.5,19.0,0.06666666666666667,0.0,0.0,0.8666666666666667,1.0,2,0.14955266955266955,0.0989200523514249
00-0035291,Trayveon Williams,CLE,4,2.25,0.0,3.897114317029974,0.0,0.0,2.25,9.0,0.0,0.0,0.0,0.25,0.0,1,0.03571428571428571,0.08653846153846154
00-0039299,George Holani,SEA,4,2.25,0.0,3.897114317029974,0.0,0.0,2.25,9.0,0.0,0.0,0.0,0.25,0.0,1,0.03125,0.0625
00-0033955,Jeremy McNichols,WAS,15,2.1333333333333333,0.0,4.425180473406957,0.0,0.0,1.5,16.0,0.06666666666666667,0.0,0.0,0.6,0.0,5,0.0661111111111111,0.062291005291005286
00-0040142,Kaleb Johnson,PIT,10,2.0,0.5,2.8284271247461903,0.0,0.0,2.75,9.0,0.0,0.0,0.0,0.6,0.5,2,0.10773809523809523,0.12815065681444993
00-0037276,Ty Chandler,MIN,2,2.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.5,1.5,3,0.15,0.05263157894736842
00-0037617,Hassan Haskins,LAC,5,2.0,2.0,1.8973665961010275,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.8,1.0,2,0.13166666666666665,0.17151029748283753
00-0035291,Trayveon Williams,LAC,1,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1,0.16666666666666666,0.09090909090909091
00-0039405,Jawhar Jordan,HOU,4,1.75,2.0,1.0897247358851685,0.0,1.5,2.25,3.0,0.0,0.0,0.0,1.75,1.5,3,0.3833333333333333,0.22499999999999998
00-0038440,Zavier Scott,MIN,9,1.5555555555555556,0.0,2.629368792488718,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.5555555555555556,0.0,2,0.0925925925925926,0.07066276803118907
00-0035243,Miles Sanders,DAL,4,1.5,0.0,2.598076211353316,0.0,0.0,1.5,6.0,0.0,0.0,0.0,0.5,0.0,2,0.05555555555555555,0.022727272727272728
00-0038705,Emari Demercado,ARI,11,1.3636363636363635,0.0,2.931730090290382,-3.0,0.0,2.5,8.0,0.0,0.0,0.0,0.5454545454545454,0.0,2,0.09264069264069263,0.10185729769573099
00-0040205,Kalel Mullings,TEN,3,1.3333333333333333,0.0,1.8856180831641267,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.6666666666666666,1.0,1,0.08465608465608465,0.044444444444444446
00-0033854,Dare Ogunbowale,HOU,6,1.1666666666666667,0.0,2.608745973749755,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.3333333333333333,0.0,1,0.04047619047619048,0.050724637681159424
00-0037258,Dameon Pierce,HOU,2,1.0,1.0,1.0,0.0,0.5,1.5,2.0,0.0,0.0,0.0,0.5,0.5,1,0.07142857142857142,0.043478260869565216
00-0037594,Julius Chestnut,TEN,7,0.8571428571428571,0.0,1.3552618543578767,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.2857142857142857,0.0,1,0.03571428571428571,0.02352309344790548
00-0040208,Tahj Brooks,CIN,6,0.8333333333333334,0.0,1.8633899812498247,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.3333333333333333,0.0,2,0.037037037037037035,0.01773049645390071
00-0037267,Jerome Ford,CLE,9,0.7777777777777778,0.0,1.4740554623801778,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.4444444444444444,0.0,2,0.062037037037037036,0.03828197945845005
00-0037085,Tyler Badie,DEN,4,0.75,0.0,3.2691742076555053,-3.0,-0.75,1.5,6.0,0.0,0.0,0.0,0.75,0.5,2,0.10256410256410256,0.024090909090909086
00-0038040,Zamir White,LV,5,0.6,0.0,1.2000000000000002,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.0,1,0.07333333333333333,0.03333333333333333
00-0040238,LeQuint Allen Jr.,JAX,9,0.5555555555555556,0.0,1.0657403385139377,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2222222222222222,0.0,1,0.07407407407407407,0.11507936507936506
00-0036727,Adam Prentice,DEN,8,0.5,0.0,1.3228756555322954,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.125,0.0,1,0.017857142857142856,0.017241379310344827
00-0040644,Trevor Etienne,CAR,6,0.3333333333333333,0.0,0.74535599249993,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0.03333333333333333,0.025641025641025644
00-0038458,Owen Wright,TB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0034959,Andrew Beck,NYJ,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0032918,C.J. Ham,MIN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0029892,Kyle Juszczyk,SF,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0033376,Patrick Ricard,BAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0034367,Nyheim Hines,LAC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0035311,Myles Gaskin,SEA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0038397,Evan Hull,NO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0.023809523809523808,0.0
00-0037557,Ronnie Rivers,LA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0037745,Velus Jones Jr.,SEA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0037120,Tyler Goodson,IND,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0037329,Brittain Brown,CHI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0035567,Craig Reynolds,DET,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0035594,Travis Homer,CHI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0036187,Reggie Gilliam,BUF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0035628,D'Ernest Johnson,ARI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0035628,D'Ernest Johnson,NE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0036360,Clyde Edwards-Helaire,KC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1,0.0625,0.0
00-0036425,DeeJay Dallas,JAX,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0036425,DeeJay Dallas,CAR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.14285714285714285,0.0
00-0036414,Cam Akers,MIN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0036906,Khalil Herbert,NYJ,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0040179,DJ Giddens,IND,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0039796,Rasheen Ali,BAL,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1,0.019230769230769232,0.0
00-0039364,Sione Vaki,DET,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
00-0039407,Dylan Laube,LV,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
